20, 0.000118, 0.011765, 
20, 0.000735, 0.030861, 
20, 0.002124, 0.069441, 
20, 0.004593, 0.123469, 
20, 0.008452, 0.192965, 
20, 0.014012, 0.277966, 
20, 0.021582, 0.378526, 
20, 0.031477, 0.494717, 
20, 0.044009, 0.626640, 
20, 0.059498, 0.774417, 
20, 0.078262, 0.938203, 
20, 0.100625, 1.118183, 
20, 0.126917, 1.314574, 
20, 0.157469, 1.527626, 
20, 0.192622, 1.757615, 
20, 0.232719, 2.004847, 
20, 0.278111, 2.269640, 
20, 0.329000, 2.544427, 
20, 0.385430, 2.821488, 
20, 0.447447, 3.100845, 
20, 0.514936, 3.374445, 
20, 0.587615, 3.633969, 
20, 0.665192, 3.878842, 
20, 0.747359, 4.108351, 
20, 0.833792, 4.321664, 
20, 0.924149, 4.517850, 
20, 1.018068, 4.695921, 
20, 1.115165, 4.854876, 
20, 1.215040, 4.993760, 
20, 1.317275, 5.111729, 
20, 1.421437, 5.208104, 
20, 1.527086, 5.282436, 
20, 1.633776, 5.334536, 
20, 1.741066, 5.364505, 
20, 1.848521, 5.372731, 
20, 1.955718, 5.359867, 
20, 2.062254, 5.326791, 
20, 2.167900, 5.282284, 
20, 2.272598, 5.234884, 
20, 2.376301, 5.185191, 
20, 2.478977, 5.133775, 
20, 2.580600, 5.081161, 
20, 2.681157, 5.027822, 
20, 2.780640, 4.974171, 
20, 2.879051, 4.920562, 
20, 2.976397, 4.867288, 
20, 3.072689, 4.814588, 
20, 3.167942, 4.762645, 
20, 3.262174, 4.711598, 
20, 3.355404, 4.661541, 
20, 3.447655, 4.612534, 
20, 3.538947, 4.564605, 
20, 3.629302, 4.517753, 
20, 3.718741, 4.471958, 
20, 3.807285, 4.427180, 
20, 3.894952, 4.383364, 
20, 3.981761, 4.340445, 
20, 4.067728, 4.298345, 
20, 4.152868, 4.256982, 
20, 4.237193, 4.216267, 
20, 4.320715, 4.176105, 
20, 4.403443, 4.136400, 
20, 4.485384, 4.097052, 
20, 4.566543, 4.057960, 
20, 4.646924, 4.019021, 
20, 4.726526, 3.980132, 
20, 4.805350, 3.941190, 
20, 4.883392, 3.902093, 
20, 4.960647, 3.862737, 
20, 5.037107, 3.823021, 
20, 5.112764, 3.782846, 
20, 5.187606, 3.742115, 
20, 5.261621, 3.700733, 
20, 5.334793, 3.658613, 
20, 5.407107, 3.615671, 
20, 5.478543, 3.571830, 
20, 5.549084, 3.527024, 
20, 5.618708, 3.481200, 
20, 5.687394, 3.434318, 
20, 5.755121, 3.386357, 
20, 5.821868, 3.337318, 
20, 5.887612, 3.287229, 
20, 5.952335, 3.236151, 
20, 6.016019, 3.184179, 
20, 6.078648, 3.131451, 
20, 6.140211, 3.078154, 
20, 6.200702, 3.024526, 
20, 6.260119, 2.970863, 
20, 6.318469, 2.917519, 
20, 6.375767, 2.864910, 
20, 6.432038, 2.813509, 
20, 6.487314, 2.763842, 
20, 6.541644, 2.716482, 
20, 6.595083, 2.671940, 
20, 6.647623, 2.626996, 
20, 6.699198, 2.578760, 
20, 6.749760, 2.528105, 
20, 6.799274, 2.475680, 
20, 6.847711, 2.421866, 
20, 6.895046, 2.366756, 
20, 6.941249, 2.310159, 
20, 6.986282, 2.251615, 
20, 7.030090, 2.190443, 
20, 7.072606, 2.125794, 
20, 7.113740, 2.056710, 
20, 7.153384, 1.982191, 
20, 7.191409, 1.901247, 
20, 7.227668, 1.812950, 
20, 7.261998, 1.716468, 
20, 7.294219, 1.611093, 
20, 7.324146, 1.496339, 
20, 7.351659, 1.375659, 
20, 7.376713, 1.252679, 
20, 7.399263, 1.127516, 
20, 7.419348, 1.004216, 
20, 7.437085, 0.886890, 
20, 7.452603, 0.775856, 
20, 7.466031, 0.671419, 
20, 7.477508, 0.573857, 
20, 7.487176, 0.483418, 
20, 7.495183, 0.400318, 
20, 7.501678, 0.324742, 
20, 7.506814, 0.256843, 
20, 7.510749, 0.196745, 
20, 7.513640, 0.144546, 
20, 7.515647, 0.100319, 
20, 7.516929, 0.064118, 
20, 7.517649, 0.035978, 
20, 7.517967, 0.015920, 
20, 7.518046, 0.003957, 
20, 7.518046, 0.000000, 
